desc,id,name,other.comment,other.created_by,other.creation_date,other.deprecated,other.disjointWith,other.hasAlternativeId,other.namespace,other.onProperty,other.someValuesFrom,other.subset,other.xref,relations.can_be,relations.is_a,id_type,id_number
,DOID:1070,primary open angle glaucoma,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[ICD10CM:H40.11, ICD9CM:365.11, MESH:C562750, NCI:C35394, OMIM:137760, SNOMEDCT_US_2016_03_01:155122001, SNOMEDCT_US_2016_03_01:77075001, UMLS_CUI:C0339573]",,[DOID:1067],DOID,1070
,DOID:1073,renal hypertension,,,,,,,[disease_ontology],"[http://purl.obolibrary.org/obo/RO_0001025, http://purl.obolibrary.org/obo/RO_0001025]","[http://purl.obolibrary.org/obo/UBERON_0002113, http://purl.obolibrary.org/obo/UBERON_0002113]",,"[MESH:D006977, NCI:C3121, SNOMEDCT_US_2016_03_01:194775007, SNOMEDCT_US_2016_03_01:28119000, UMLS_CUI:C0020544]","[DOID:10177, DOID:11520, DOID:11664, DOID:13145, DOID:1591]","[DOID:11130, DOID:557]",DOID,1073
,DOID:4773,congenital mesoblastic nephroma,,,,,,,[disease_ontology],,,,"[MESH:D018201, NCI:C6569, UMLS_CUI:C1332965]","[DOID:8082, DOID:8083]","[DOID:3675, DOID:4772]",DOID,4773
,DOID:11939,schizo-affective type schizophrenia subchronic state,,,,[true],,,[disease_ontology],,,,,,,DOID,11939
"A viral infectious disease that results_in infection in domesticated housecats, has_material_basis_in Feline immunodeficiency virus, which is transmitted_by contact with the infected cat's saliva during deep bite wounds, and transmitted_by congenital method. The virus attacks the immune system infecting CD4+ and CD8+ T lymphocytes, B lymphocytes, and macrophages. Some of the symptoms are loss of weight, malaise, pyrexia, anemia, gastroenteritis, gingivitis, stomatitis, diarrhea, infections of the skin, eyes, urinary tract, respiratory tract, and diseases of the nervous system.",DOID:4775,feline acquired immunodeficiency syndrome,,,,[true],,,[disease_ontology],,,,,,,DOID,4775
,DOID:4777,exudative glomerulonephritis,,,,,,,[disease_ontology],,,,"[NCI:C35706, UMLS_CUI:C0546345]",,[DOID:2921],DOID,4777
,DOID:4776,rapidly progressive glomerulonephritis,,,,,,,[disease_ontology],,,,"[ICD10CM:N01, NCI:C35264, SNOMEDCT_US_2016_03_01:236392004, SNOMEDCT_US_2016_03_01:45406000, UMLS_CUI:C0221239]",,[DOID:2921],DOID,4776
,DOID:4779,focal embolic glomerulonephritis,,,,,,,[disease_ontology],,,,"[NCI:C35707, UMLS_CUI:C0238143]",,[DOID:2921],DOID,4779
"A Varicellovirus infectious disease that results_in infection located_in peripheral nervous system in swine, cattle, sheep, dogs and raccoons, has_material_basis_in Suid herpesvirus 1 and has_symptom abortion, has_symptom coughing, has_symptom sneezing, has_symptom fever, has_symptom constipation, has_symptom depression, has_symptom seizures, has_symptom ataxia, has_symptom circling, has_symptom excess salivation in piglets, and has_symptom intense itching in cattle.",DOID:3902,pseudorabies,,,,[true],,,[disease_ontology],,,,,,,DOID,3902
"An organ system cancer that arises in the head or neck region. This region includes the nasal cavity, sinuses, lips, mouth, salivary glands, throat, or larynx.",DOID:11934,head and neck cancer,,,,,,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#DO_MGI_slim, http://purl.obolibrary.org/obo/doid#TopNodes_DOcancerslim]","[MESH:D006258, NCI:C3077, SNOMEDCT_US_2016_03_01:255055008, UMLS_CUI:C0018671]",[DOID:1542],[DOID:0050686],DOID,11934
,DOID:0050771,phaeochromocytoma,,[lschriml],[2013-02-21T11:40:58Z],,,,[disease_ontology],,,,[OMIM:171300],,[DOID:0060084],DOID,50771
,DOID:0050770,polycystic liver disease,,[lschriml],[2013-02-21T11:36:13Z],,,,[disease_ontology],,,,[OMIM:174050],,[DOID:0050736],DOID,50770
,DOID:0050773,paraganglioma,[Xref MGI.],[lschriml],[2013-02-21T11:51:57Z],,,,[disease_ontology],,,,"[MESH:D010235, NCI:C3308, OMIM:115310, OMIM:168000, OMIM:601650, OMIM:605373, OMIM:614165, SNOMEDCT_US_2016_03_01:127027008, SNOMEDCT_US_2016_03_01:189743009, SNOMEDCT_US_2016_03_01:253029009, SNOMEDCT_US_2016_03_01:302833002, SNOMEDCT_US_2016_03_01:72787006, SNOMEDCT_US_2016_03_01:803009, UMLS_CUI:C0030421]",,[DOID:169],DOID,50773
,DOID:0050772,spastic ataxia 1,,[lschriml],[2015-09-17T14:42:06Z],,,,[disease_ontology],,,,[OMIM:108600],,[DOID:0050952],DOID,50772
,DOID:0050775,schneckenbecken dysplasia,,[lschriml],[2013-02-21T12:00:39Z],,,,[disease_ontology],,,,[OMIM:269250],,[DOID:2256],DOID,50775
,DOID:0050774,rapadilino syndrome,,[lschriml],[2013-02-21T11:56:15Z],,,,[disease_ontology],,,,[OMIM:266280],,[DOID:0050737],DOID,50774
"A ciliopathy that is characterized by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones.",DOID:0050777,Joubert syndrome,[Xref MGI.],[lschriml],[2013-04-04T11:25:32Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD10CM:Q04.3, OMIM:PS213300, ORDO:475]","[DOID:0060376, DOID:0110980, DOID:0110981, DOID:0110982, DOID:0110983, DOID:0110984, DOID:0110985, DOID:0110986, DOID:0110987, DOID:0110988, DOID:0110989, DOID:0110990, DOID:0110991, DOID:0110992, DOID:0110993, DOID:0110994, DOID:0110995, DOID:0110996, DOID:0110997, DOID:0110998, DOID:0110999, DOID:0111000, DOID:0111001, DOID:0111002, DOID:0111003, DOID:0111004]",[DOID:0060340],DOID,50777
A non-syndromic intellectual disability characterized by a X-linked inheritance pattern.,DOID:0050776,non-syndromic X-linked intellectual disability,[Xref MGI.],[lschriml],[2013-02-21T12:06:40Z],,,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim, http://purl.obolibrary.org/obo/doid#DO_rare_slim]","[OMIM:300046, OMIM:300047, OMIM:300062, OMIM:300114, OMIM:300115, OMIM:300143, OMIM:300210, OMIM:300271, OMIM:300324, OMIM:300355, OMIM:300372, OMIM:300387, OMIM:300428, OMIM:300433, OMIM:300436, OMIM:300454, OMIM:300498, OMIM:300504, OMIM:300505, OMIM:300518, OMIM:300558, OMIM:300577, OMIM:300659, OMIM:300716, OMIM:300802, OMIM:300803, OMIM:300844, OMIM:300848, OMIM:300849, OMIM:300850, OMIM:300851, OMIM:300852, OMIM:300912, OMIM:300919, OMIM:300923, OMIM:309530, OMIM:309549, ORDO:777]",,[DOID:0050889],DOID,50776
An autosomal recessive disease characterized by mulitple fetal developmental defects including polydactyly and central nervous system malformations that results from a single amino acid mutation of D211G of the HYLS1 gene which plays a central role in cilia formation.,DOID:0050779,hydrolethalus syndrome,[Xref MGI.],[lschriml],[2013-06-24T12:50:06Z],,,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim, http://purl.obolibrary.org/obo/doid#DO_rare_slim]","[ICD10CM:Q87.8, OMIM:236680, OMIM:614120, ORDO:2189]",,[DOID:0050737],DOID,50779
"A ciliopathy that is characterized by renal cystic dysplasia, occipital encephalocele, polydactyly (post axial), hepatic developmental defects, and pulmonary hypoplasia.",DOID:0050778,Meckel syndrome,[Xref MGI.],[lschriml],[2013-04-04T11:28:16Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD9CM:753.1, ICD9CM:753.10, OMIM:249000, OMIM:267010, OMIM:603194, OMIM:607361, OMIM:611134, OMIM:611561, OMIM:612284, OMIM:613885, OMIM:614175, OMIM:614209, OMIM:615397, ORDO:564, SNOMEDCT_US_2016_03_01:204954005, SNOMEDCT_US_2016_03_01:204966004, SNOMEDCT_US_2016_03_01:236440007, SNOMEDCT_US_2016_03_01:82525005, UMLS_CUI:C0311245]",,[DOID:0060340],DOID,50778
,DOID:1293,labia minora carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C9364, UMLS_CUI:C1334357]",,"[DOID:1243, DOID:1294, DOID:3451]",DOID,1293
,DOID:5797,mixed hepatoblastoma with teratoid features,,,,[true],,,[disease_ontology],,,,,,,DOID,5797
,DOID:5790,resectable hepatoblastoma,,,,[true],,,[disease_ontology],,,,,,,DOID,5790
A vulva cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.,DOID:1294,vulva carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C4866, UMLS_CUI:C0677055]","[DOID:1293, DOID:13389, DOID:2098, DOID:2101, DOID:3999, DOID:4301, DOID:5761, DOID:7565, DOID:7567]","[DOID:1245, DOID:305]",DOID,1294
,DOID:5792,hepatoblastoma with pure fetal epithelial differentiation,,,,[true],,,[disease_ontology],,,,,,,DOID,5792
,DOID:5977,renal pelvis neoplasm,,,,,,,[disease_ontology],,,,"[NCI:C8404, SNOMEDCT_US_2016_03_01:126881002, SNOMEDCT_US_2016_03_01:254926009, UMLS_CUI:C0346260]",[DOID:5975],[DOID:3116],DOID,5977
"A human papillomavirus related squamous cell carcinoma that results_in infection located_in vulva, has_material_basis_in human papillomavirus (type16 and 18), which cause malignant tumors in squamous epithelium of the vulva.",DOID:5979,human papilloma virus related vulvar squamous cell carcinoma,,,,[true],,[DOID:5978],[disease_ontology],,,,,,,DOID,5979
,DOID:5798,macrotrabecular hepatoblastoma,,,,,,,[disease_ontology],,,,"[NCI:C7095, UMLS_CUI:C1334543]",,[DOID:687],DOID,5798
A thyroid cancer that is located_in the supporting cells of the thyroid.,DOID:4515,thyroid sarcoma,,,,,,,[disease_ontology],,,,"[NCI:C6041, UMLS_CUI:C1336756]",[DOID:4514],"[DOID:1115, DOID:1781]",DOID,4515
,DOID:10686,lactocele,,,,,,,[disease_ontology],,,,"[ICD10CM:N64.89, ICD9CM:611.5, MESH:C535998, NCI:C3515, SNOMEDCT_US_2016_03_01:155966000, SNOMEDCT_US_2016_03_01:266647006, SNOMEDCT_US_2016_03_01:42385006, UMLS_CUI:C0152243]",,[DOID:10350],DOID,10686
An anxiety disorder that involves the feeling of excessive and inappropriate levels of anxiety over being separated from a person to whom the individual has a strong emotional attachment or place.,DOID:10685,separation anxiety disorder,,,,,,,[disease_ontology],,,,,,[DOID:2030],DOID,10685
,DOID:9076,discoid lupus erythematosus of eyelid,,,,,,,[disease_ontology],,,,"[ICD10CM:H01.12, ICD9CM:373.34, SNOMEDCT_US_2016_03_01:79291003, UMLS_CUI:C0155180]",,[DOID:1894],DOID,9076
An angiosarcoma and sarcoma of breast and vascular neoplasm of breast that is located_in the cells that line the blood vessels within the breast or underarm area.,DOID:4511,breast angiosarcoma,,,,,,,[disease_ontology],,,,"[MESH:C536368, NCI:C5184, UMLS_CUI:C1332614]",,"[DOID:0001816, DOID:3017]",DOID,4511
An angiosarcoma that is located_in the aorta.,DOID:4510,aorta angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5376, UMLS_CUI:C1332312]",,"[DOID:0001816, DOID:175]",DOID,4510
An angiosarcoma and gallbladder sarcoma that is located_in the gallbladder.,DOID:4513,gallbladder angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5840, UMLS_CUI:C1333742]",,"[DOID:0001816, DOID:4058]",DOID,4513
,DOID:4512,conventional angiosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C9426, UMLS_CUI:C1333155]",,[DOID:0001816],DOID,4512
,DOID:8701,"Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of head, face, and neck",,,,[true],,,[disease_ontology],,,,,,,DOID,8701
,DOID:9079,Hodgkin's paragranuloma involving lymph nodes of multiple sites,,,,[true],,,[disease_ontology],,,,,,,DOID,9079
,DOID:9078,Hodgkin's paragranuloma involving intrapelvic lymph nodes,,,,[true],,,[disease_ontology],,,,,,,DOID,9078
,DOID:10689,galactorrhea not associated with childbirth,,,,[true],,,[disease_ontology],,,,,,,DOID,10689
,DOID:10688,hypertrophy of breast,,,,,,,[disease_ontology],,,,"[ICD10CM:N62, ICD9CM:611.1, NCI:C3125, SNOMEDCT_US_2016_03_01:155963008, SNOMEDCT_US_2016_03_01:198114003, SNOMEDCT_US_2016_03_01:266646002, SNOMEDCT_US_2016_03_01:372281005, SNOMEDCT_US_2016_03_01:43336006, UMLS_CUI:C0020565]",,[DOID:3463],DOID,10688
,DOID:5027,recurrent hepatocellular carcinoma,,,,[true],,,[disease_ontology],,,,,,,DOID,5027
A non-small cell lung carcinoma that has_material_basis_in the squamous cell.,DOID:3907,lung squamous cell carcinoma,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[NCI:C3493, SNOMEDCT_US_2016_03_01:254634000, UMLS_CUI:C0149782]","[DOID:6510, DOID:7045]","[DOID:1749, DOID:3908]",DOID,3907
,DOID:5030,pineal parenchymal tumor of intermediate differentiation,,,,,,,[disease_ontology],,,,"[NCI:C6967, SNOMEDCT_US_2016_03_01:31671006, SNOMEDCT_US_2016_03_01:397379005, UMLS_CUI:C1367859]",,[DOID:1664],DOID,5030
,UBERON:0002407,,,,,,,,,,,,,,,UBERON,2407
,DOID:3906,bronchial neoplasm,,,,,,,[disease_ontology],,,,"[MESH:D001984, SNOMEDCT_US_2016_03_01:126705004, UMLS_CUI:C0006264]",[DOID:10183],[DOID:0050621],DOID,3906
,DOID:3479,uveal cancer,,,,,,[DOID:12754],[disease_ontology],,,,"[MESH:D014604, NCI:C3436, NCI:C6105, UMLS_CUI:C0042162, UMLS_CUI:C1334629]","[DOID:12759, DOID:3478, DOID:6039]",[DOID:2174],DOID,3479
,UBERON:0000310,,,,,,,,,,,,,,,UBERON,310
,DOID:3741,bladder verrucous squamous cell carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C39832, UMLS_CUI:C1511208]",,[DOID:3742],DOID,3741
,DOID:3740,vulva verrucous carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C6383, UMLS_CUI:C1336983]",,"[DOID:2101, DOID:3737]",DOID,3740
,DOID:3743,cervical verrucous carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C40190, UMLS_CUI:C1516435]",,[DOID:3744],DOID,3743
A carcinoma of bladder that is manifested in squamous cells of the bladder.,DOID:3742,bladder squamous cell carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C4031, SNOMEDCT_US_2016_03_01:255111004, UMLS_CUI:C0279681]",[DOID:3741],"[DOID:1749, DOID:4007]",DOID,3742
A cervix carcinoma that has_material_basis_in squamous cells of the cervix.,DOID:3744,cervical squamous cell carcinoma,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[NCI:C4028, SNOMEDCT_US_2016_03_01:254886006, UMLS_CUI:C0279671]","[DOID:3743, DOID:7046, DOID:7483, DOID:7598, DOID:7961, DOID:8409]",[DOID:2893],DOID,3744
,DOID:3747,esophagus verrucous carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C27420, UMLS_CUI:C1333470]",,"[DOID:3737, DOID:3748]",DOID,3747
,DOID:3749,urethral verrucous carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C39874, UMLS_CUI:C1519827]",,[DOID:3750],DOID,3749
An esophageal carcinoma that derives_from epithelial squamous cells located_in the esophagus.,DOID:3748,esophagus squamous cell carcinoma,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[MESH:C562729, NCI:C4024, SNOMEDCT_US_2016_03_01:276804009, UMLS_CUI:C0279626]","[DOID:3747, DOID:7051]","[DOID:1107, DOID:1749]",DOID,3748
A lung cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is located_in the lungs and has_symptom cough and has_symptom chest discomfort or pain and has_symptom weight loss and has_symptom hemoptysis.,DOID:3905,lung carcinoma,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[EFO:0001071, ICD10CM:C34.90, NCI:C4878, SNOMEDCT_US_2016_03_01:154485001, SNOMEDCT_US_2016_03_01:187875007, SNOMEDCT_US_2016_03_01:269561006, UMLS_CUI:C0684249]","[DOID:0050932, DOID:3908, DOID:4872, DOID:5409, DOID:7596, DOID:8207]","[DOID:1324, DOID:305]",DOID,3905
An inherited metabolic disorder that involves certain enzymes in the heme bio-synthetic pathway resulting in the overproduction and accumulation of the porphyrins.,DOID:13268,porphyria,,,,,,,[disease_ontology],,,,"[ICD10CM:E80.20, ICD9CM:277.1, MESH:D011164, NCI:C97096, SNOMEDCT_US_2016_03_01:154768004, SNOMEDCT_US_2016_03_01:190912004, SNOMEDCT_US_2016_03_01:190916001, SNOMEDCT_US_2016_03_01:238052001, SNOMEDCT_US_2016_03_01:274090006, SNOMEDCT_US_2016_03_01:29094004, SNOMEDCT_US_2016_03_01:371628009, SNOMEDCT_US_2016_03_01:418470004, SNOMEDCT_US_2016_03_01:86292002, UMLS_CUI:C0032708]","[DOID:13271, DOID:3133]",[DOID:655],DOID,13268
,DOID:13269,hereditary coproporphyria,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[ICD10CM:E80.29, MESH:D046349, NCI:C84759, OMIM:121300, SNOMEDCT_US_2016_03_01:238055004, SNOMEDCT_US_2016_03_01:7425008, UMLS_CUI:C0162531]",,[DOID:3133],DOID,13269
,DOID:1929,supravalvular aortic stenosis,,,,,,,[disease_ontology],,,,"[ICD10CM:Q25.3, MESH:D021921, NCI:C85176, OMIM:185500, SNOMEDCT_US_2016_03_01:204436002, SNOMEDCT_US_2016_03_01:268185002, UMLS_CUI:C0003499]",,[DOID:1712],DOID,1929
,DOID:1928,Williams-Beuren syndrome,[OMIM mapping confirmed by DO. [LS].],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim],"[MESH:D018980, NCI:C85232, OMIM:194050, SNOMEDCT_US_2016_03_01:63247009, UMLS_CUI:C0175702]",,[DOID:0060388],DOID,1928
,DOID:1927,sphingolipidosis,,,,,,,[disease_ontology],,,,"[ICD10CM:E75.3, MESH:D013106, NCI:C117254, SNOMEDCT_US_2016_03_01:238028008, SNOMEDCT_US_2016_03_01:58459009, UMLS_CUI:C0037899]","[DOID:0050441, DOID:10581, DOID:10587, DOID:14499, DOID:14504, DOID:1926, DOID:2368, DOID:4423]",[DOID:9455],DOID,1927
"A sphingolipidosis characterized by deficiency of the enzyme glucocerebrosidase which results in the accumulation of harmful quantities of the glycolipid glucocerebroside throughout the body, especially within the bone marrow, spleen and liver.",DOID:1926,Gaucher's disease,"[Xref MGI.
OMIM mapping confirmed by DO. [SN].]",,,,,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim, http://purl.obolibrary.org/obo/doid#DO_rare_slim]","[ICD10CM:E75.22, MESH:D005776, NCI:C61268, ORDO:355, SNOMEDCT_US_2016_03_01:180485001, SNOMEDCT_US_2016_03_01:190794006, SNOMEDCT_US_2016_03_01:2859005, SNOMEDCT_US_2016_03_01:62201009, UMLS_CUI:C0017205]","[DOID:0110957, DOID:0110958, DOID:0110959, DOID:0110960, DOID:0110961]",[DOID:1927],DOID,1926
"A genetic disease that is characterized by underdevelopment of the tips of fingers or toes, underdevelopment or abscense of finger or toe nails and developmental disability.",DOID:1925,Coffin-Siris syndrome,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_MGI_slim],"[MESH:C536436, NCI:C35321, OMIM:135900, SNOMEDCT_US_2016_03_01:10007009, UMLS_CUI:C0265338]",,"[DOID:225, DOID:630]",DOID,1925
A gonadal disease that is characterized by diminished functional activity of the gonads.,DOID:1924,hypogonadism,,,,,,,[disease_ontology],,,,"[MESH:D007006, NCI:C9227, OMIM:241100, OMIM:307300, SNOMEDCT_US_2016_03_01:48130008, UMLS_CUI:C0020619]","[DOID:0090070, DOID:14447, DOID:5003]",[DOID:2277],DOID,1924
,DOID:1923,sex differentiation disease,,,,,,,[disease_ontology],,,,"[MESH:D012734, UMLS_CUI:C0036875]","[DOID:11613, DOID:12698, DOID:3763, DOID:3765, DOID:4671, DOID:4674]",[DOID:2277],DOID,1923
,DOID:1922,endocrine syndrome,,,,[true],,,[disease_ontology],,,,,,,DOID,1922
,DOID:13262,hallucinatory state induced by drug,,,,[true],,,[disease_ontology],,,,,,,DOID,13262
An acquired metabolic disease that has_material_basis_in an abnormally high level of uric acid in the blood.,DOID:1920,hyperuricemia,,,,,,,[disease_ontology],,,,"[MESH:D033461, NCI:C3961, SNOMEDCT_US_2016_03_01:144021008, SNOMEDCT_US_2016_03_01:166733000, SNOMEDCT_US_2016_03_01:237857006, SNOMEDCT_US_2016_03_01:271198001, SNOMEDCT_US_2016_03_01:35885006, UMLS_CUI:C0740394]",,[DOID:0060158],DOID,1920
"A commensal streptococcal infectious disease that is caused due to the infection by group A streptococci, of which Streptococcus pyogenes is the most important pathogen. The infection results in the development of empyema, pneumothorax, and cyst.",DOID:12019,group A streptococcal pneumonia,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease],,,,DOID,12019
,DOID:7679,sphenoid sinus Schneiderian papilloma,,,,,,,[disease_ontology],,,,"[NCI:C6838, UMLS_CUI:C1336038]",,[DOID:6947],DOID,7679
,DOID:12016,frontal lobe neoplasm,,,,,,[DOID:12015],[disease_ontology],,,,"[ICD10CM:C71.1, ICD9CM:191.1, NCI:C5572, SNOMEDCT_US_2016_03_01:126954003, SNOMEDCT_US_2016_03_01:363467004, SNOMEDCT_US_2016_03_01:93807001, UMLS_CUI:C0153635, UMLS_CUI:C1263886]",,[DOID:368],DOID,12016
A commensal streptococcal infectious disease that is caused by group B streptococci (Streptococcus agalactiae) usually infecting neonates and the elderly.,DOID:12017,group B streptococcal pneumonia,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease],,,,DOID,12017
,DOID:12010,anterior ischemic optic neuropathy,,,,,,,[disease_ontology],,,,"[ICD10CM:H47.01, ICD9CM:377.41, MESH:D018917, SNOMEDCT_US_2016_03_01:14357004, UMLS_CUI:C0155305]","[DOID:0050863, DOID:0050864]",[DOID:1891],DOID,12010
A bronchus cancer that has_material_basis_in epithelial cells.,DOID:3904,bronchus carcinoma,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[CSP:2017-6052, MESH:D002283, NCI:C35875, SNOMEDCT_US_2016_03_01:154485001, SNOMEDCT_US_2016_03_01:254622008, SNOMEDCT_US_2016_03_01:269561006, SNOMEDCT_US_2016_03_01:363493006, UMLS_CUI:C0007121]",[DOID:0050916],"[DOID:1325, DOID:305]",DOID,3904
"A myositis that is characterized by slowly progressive weakness and wasting of both distal and proximal muscles, most apparent in the muscles of the arms and legs that can occur in a sporadic or hereditary forms.",DOID:3429,inclusion body myositis,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim],"[ICD10CM:G72.41, ICD9CM:359.71, MESH:D018979, NCI:C84786, OMIM:147421, OMIM:605637, OMIM:605820, SNOMEDCT_US_2016_03_01:72315009, UMLS_CUI:C0238190]",,[DOID:633],DOID,3429
"A viral infectious disease that results_in infection located_in eyes or located_in upper respiratory tract of domestic rabbits, has_material_basis_in Myxoma virus, which is transmitted_by mosquitos, transmitted_by biting flies or transmitted_by direct contact. The infection has_symptom conjunctivitis with a milky discharge from the inflamed eye and has_symptom breathing difficulties.",DOID:3297,infectious myxomatosis,,,,[true],,,[disease_ontology],,,,,,,DOID,3297
"A viral infectious disease that results_in infection located in skin of mice, has_material_basis_in Ectromelia virus. The infection has_symptom swelling of the feet, has_symptom gangrene, and has_symptom lesions on the skin.",DOID:3296,infectious ectromelia,,,,[true],,,[disease_ontology],,,,,,,DOID,3296
"A viral infectious disease results_in infection located_in skin, or located_in mucous membranes of the mouth, oesophagus, larynx or trachea of birds, has_material_basis_in Fowlpox virus, has_symptom lesions on the skin, has_symptom diphtheritic lesions in the upper parts of the digestive and respiratory tracts.",DOID:3295,fowlpox,,,,[true],,,[disease_ontology],,,,,,,DOID,3295
"A viral infectious disease that results_in infection located_in skin and located_in mucous membrane of cattle, has_material_basis_in Lumpy skin disease virus, which results_in_formation_of nodules on the skin particularly on the head, neck, udder, genitalia, perineum and legs, has_symptom fever, and has_symptom lymphadenopathy.",DOID:3293,lumpy skin disease,,,,[true],,,[disease_ontology],,,,,,,DOID,3293
"A viral infectious disease that results_in infection of primates, rodents and humans, located_in skin, has_material_basis_in Monkeypox virus, which is transmitted_by contact with the animal's blood, body fluids, rash, or with the body fluids of a sick person, transmitted_by fomites, and transmitted_by respiratory droplets. The infection has_symptom fever, has_symptom muscle ache, has_symptom headache, and has_symptom lymphadenopathy.",DOID:3292,monkeypox,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease],"[ICD10CM:B04, ICD9CM:059.01, MESH:D045908, SNOMEDCT_US_2016_03_01:186582008, SNOMEDCT_US_2016_03_01:240466002, SNOMEDCT_US_2016_03_01:25157001, SNOMEDCT_US_2016_03_01:359811007, SNOMEDCT_US_2016_03_01:359814004, UMLS_CUI:C0276180]",,[DOID:934],DOID,3292
"A viral infectious disease that results_in infection in fish, has_material_basis_in Viral hemorrhagic septicemia virus, which is transmitted_by contact with the contaminated water, or transmitted_by direct contact. The infection has_symptom hemorrhages in the internal organs, skin, and muscle, has_symptom bulging eyes, and has_symptom bloated abdomens.",DOID:3568,viral hemorrhagic septicemia,,,,[true],,,[disease_ontology],,,,,,,DOID,3568
,DOID:3299,Yersinia pseudotuberculosis infectious disease,,,,[true],,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease, http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease]",,,,DOID,3299
"A viral infectious disease that results_in infection, located_in skin, has_material_basis_in Vaccinia virus, which is used as a live vaccine against smallpox. The virus is transmitted_by contact with the vaccination site before it has healed, or transmitted_by fomites that have been contaminated with live virus from the vaccination site. The infection has_symptom rash, has_symptom fever, and has_symptom body aches.",DOID:3298,vaccinia,,,,,,,[disease_ontology],,,,"[MESH:D014615, SNOMEDCT_US_2016_03_01:111852003, UMLS_CUI:C0042214]",,[DOID:934],DOID,3298
An autoimmune lymphoproliferative syndrome that has material basis in homozygous mutation in the CASP8 gene on chromosome 2q33.,DOID:0110116,autoimmune lymphoproliferative syndrome type 2B,,,,,,,,,,,"[ICD10CM:D47.9, OMIM:607271, ORDO:275517]",,[DOID:6688],DOID,110116
,DOID:0110117,autoimmune lymphoproliferative syndrome type 4,,,,,,,,,,,"[ICD10CM:D72.8, OMIM:614470, ORDO:268114]",,[DOID:6688],DOID,110117
An atrial heart septal defect that has material basis in heterozygous mutation in the GATA6 gene on chromosome 18q11.,DOID:0110114,atrial heart septal defect 9,,,,,,,,,,,"[ICD10CM:Q21.1, OMIM:614475]",,[DOID:1882],DOID,110114
An autoimmune lymphoproliferative syndrome that has material basis in mutation in the CASP10 gene.,DOID:0110115,autoimmune lymphoproliferative syndrome type 2A,,,,,,,,,,,"[ICD10CM:D47.9, OMIM:603909]",,[DOID:6688],DOID,110115
An atrial heart septal defect that has material basis in heterozygous mutation in the NKX2-5 gene on chromosome 5q35.,DOID:0110112,atrial heart septal defect 7,,,,,,,,,,,"[ICD10CM:Q21.1, OMIM:108900, ORDO:1479]",,[DOID:1882],DOID,110112
